name,year,url,journal,abstract
[COMPLETE REVERSIBILITY OF AN INDUCED DIABETES INSIPIDUS AND OF A SEVERE DIABETES MELLITUS IN A POTOMANIC AND POLYPHAGIC MENTALLY DEBILITATED PATIENT],May-Jun,https://pubmed.ncbi.nlm.nih.gov/14207440/,Rev Fr Endocrinol Clin,No abstract available
Phenotypical and genotypical expression of Wolfram syndrome in 12 patients from a Sicilian district where this syndrome might not be so infrequent as generally expected,2014,https://pubmed.ncbi.nlm.nih.gov/24497219/,J Endocrinol Invest,"Background: Since the original description, there have been only few epidemiological studies of Wolfram syndrome (WS).
Aim: Aims of the present paper are to ascertain WS prevalence and expression in a district of North-eastern Sicily, i.e. a geographic area where consanguineous unions are not very unusual.
Materials and methods: Prevalence rates of WS in the Messina district were calculated by taking into consideration both the total population (653,737) and the populations included within the 0-30 year age range (202,681). We estimated the relative prevalence of WS among patients with youth-onset insulin-dependent diabetes mellitus (DM) who are currently aged under 30 years (256).
Results: Global WS prevalence in our district is 1:54,478, whereas prevalence among individuals under 30 is 1:16,890 and relative prevalence among patients with juvenile-onset insulin-dependent DM is 1:22.3. When compared with the patients with insulin-dependent DM of Messina district, WS patients did not exhibit significant differences in terms of biochemical features at DM onset, whereas age at DM diagnosis was significantly earlier in WS group.
Conclusions: (a) WS prevalence is not so infrequent as generally expected; (b) in our series, DM presented before 10 years in 11/12 patients and ten cases have already developed all the four peculiar manifestations of WS by 26 years; (c) 9/12 patients exhibited a homozygous frameshift/truncation mutation (Y454_L459del_fsX454), which is the one most frequently found also in patients from other Italian regions; (d) age at DM diagnosis was significantly earlier in WS group than in the patients with insulin-dependent DM of Messina district."
[Effect of pancreatectomy on polyuro-polydipsia in the dog in diabetes insipidus],1970,https://pubmed.ncbi.nlm.nih.gov/4250427/,C R Seances Soc Biol Fil,No abstract available
MCP-1 and MIP-2 expression and production in BB diabetic rat: effect of chronic hypoxia,2005,https://pubmed.ncbi.nlm.nih.gov/16132691/,Mol Cell Biochem,"Type 1 (insulin-dependent) diabetes mellitus is an autoimmune disease characterized by the failure to synthesize or secrete insulin, and diabetics are likely to suffer complications that include kidney and heart disease, as well as loss of sight, angiopathy, tissue hypoxia, reduction in organ blood flow, impaired wound healing, respiratory infections, arteriosclerosis, etc., thus diabetes very closely resembles a state of chronic hypoxia. It is now well recognized that hypoxia is an important environmental stimulus capable of modulating the expression of many genes involved in energy metabolism. The diabetic metabolic stress resulting from impaired energy metabolism, which produce altered production of inflammatory mediators, may increase the risk of oxidative injury. The aim was to investigate whether production of MIP-2 and MCP-1 are implicated in the pathogenesis of diabetes, and if the regulatory effects of these chemokines are affected by hypoxia. Two groups of rats, diabetic and non-diabetic, were kept in normoxic room air conditions or subjected to chronic hypoxia. Expression and production of chemokines were measured by RT-PCR and ELISA assay. In diabetic rats, we found a marked increase of MCP-1 when compared with non-diabetic rats (783.5+/- 49 versus 461.9 +/- 27), while no significant differences were detected for MIP-2 levels. Hypoxia selectively modulated chemokines production, since MCP-1 expression and production was up-regulated in the diabetic groups (783.5+/- 49 versus 461.9+/- 27), but down-regulated MIP-2 expression and production (87.8+/- 23 versus 522.1+/- 72). Our data point to MCP-1 and MIP-2 as important components in the pathophysiology of diabetes, and hypoxia is an important and potent environmental stimulus capable of modulating the expression and production of these chemokines."
[Wolfram syndrome: clinical and genetic analysis in two sisters],2011,https://pubmed.ncbi.nlm.nih.gov/21632151/,J Fr Ophtalmol,"Wolfram syndrome is a severe genetic disorder defined by the association of diabetes mellitus, optic atrophy, deafness, and diabetes insipidus. Two sisters complained of progressive visual loss. Fundus examination evidenced optic atrophy. Their past medical history revealed diabetes mellitus and deafness since childhood. The association of these symptoms made the diagnosis of Wolfram syndrome possible. It was confirmed by molecular analysis, which evidenced composite WFS1 heterozygous mutations inherited from both their mother and father. Ophthalmologists should be aware of the possibility of Wolfram syndrome when diagnosing optic atrophy in diabetic children."
[A case of diabetes insipidus cured after cisternal pneumography],1947,https://pubmed.ncbi.nlm.nih.gov/18881960/,Rass Neurol Veg,No abstract available
[Wolfram's syndrome presenting as a cerebellar ataxia],2007,https://pubmed.ncbi.nlm.nih.gov/17351539/,Rev Neurol (Paris),"Introduction: Wolfram syndrome is a genetic disease with recessive autosomic transmission, associating early-onset diabetes mellitus and bilateral optical atrophy.
Case report: We report the case of a 47-year-old patient for whom we diagnosed a Wolfram syndrome in view of a late neurological syndrome in association with ataxia and bilateral horizontal nystagmus. The brain resonance magnetic imaging revealed a major atrophy of the brainstem and cerebellum.
Conclusion: Wolfram syndrome is a rare pathology, with fatal consequences before the age of 50. The association of diabetes mellitus and optical atrophy, especially when there are other symptoms (ataxia, deafness, diabetes insipidus, neuropsychiatric manifestations or urinary tract disorders) should lead to this diagnosis and to carry out a genetic confirmation."
[Optico-oto-diabetic syndrome],1977,https://pubmed.ncbi.nlm.nih.gov/606407/,Bull Soc Ophtalmol Fr,No abstract available
"Evaluation of a new antidiuretic agent, desmopressin acetate (DDAVP)",1978,https://pubmed.ncbi.nlm.nih.gov/691204/,JAMA,Desmopressin acetate is a synthetic vasopressin analogue administered by the intranasal route. It is long-acting and well tolerated and may be the agent of choice for treating central diabetes insipidus.
[Wolfram's syndrome],1980,https://pubmed.ncbi.nlm.nih.gov/7376109/,Ter Arkh,No abstract available
[On the behavior of gastric function in diabetes insipidus],1948,https://pubmed.ncbi.nlm.nih.gov/18868396/,Policlinico Prat,No abstract available
[On the behavior of gastric function in diabetes insipidus],1948,https://pubmed.ncbi.nlm.nih.gov/18875608/,Clin Nuova Rass Prog Med Int,No abstract available
"Optic atrophy, diabetes mellitus, hypothlamic dysfunction and a small sella turcica",Mar-Apr,https://pubmed.ncbi.nlm.nih.gov/874711/,J Pediatr Ophthalmol,No abstract available
A pituitary abscess with one year follow-up after conservative treatment: A case report,2018,https://pubmed.ncbi.nlm.nih.gov/29504730/,Neuro Endocrinol Lett,"Pituitary abscess (PA) is a rare intrasellar infectious disease presented in less than one percent of all cases of pituitary disease.We reported a case of a 58-year-old woman with a history of type 2 diabetes (T2DM) exhibited with headaches, nasal discharge, anosmia, diabetes insipidus and hypopituitarism due to PA, she was diagnosed based on clinical presentations, endocrine examination and MRI image features. She was treated with nasal wash and antibiotic therapy without surgical intervention. She has received hormone replacement therapy for one year and her condition has gradually become stabilized. Meanwhile, the lesion of MRI image didn't become serious after one year. Conservative treatment might be an option for the patients with PA, those rejected operation or in a stable condition."
"[Strange development of an eruptive xanthomatosis, with insipidus diabetes]",Nov-Dec,https://pubmed.ncbi.nlm.nih.gov/14364119/,Bull Soc Fr Dermatol Syphiligr,No abstract available
Three cases of didmoad or Wolfram's syndrome: urological aspects,1992,https://pubmed.ncbi.nlm.nih.gov/1613861/,J Urol,"We report on 3 patients with the rare syndrome of diabetes insipidus, diabetes mellitus, optic atrophy, neurosensory deafness, atony of the urinary tract and other abnormalities (DIDMOAD or Wolfram's syndrome). All 3 patients had diabetes mellitus, optic atrophy, deafness and dilatation of the urinary tract. In 2 patients there was diabetes insipidus. The possibility of anatomical outlet obstruction or a neurogenic bladder was eliminated radiologically and urodynamically, and dilatation of the urinary tract was considered to be either a consequence of high diuresis associated with diabetes insipidus or a degenerative process affecting the central and peripheral nervous system, which can explain all of the manifestations of the syndrome except diabetes mellitus. A significant improvement in bilateral urinary tract distention was achieved by bladder drainage in the first 2 cases, while desmopressin therapy dramatically decreased the daily urinary output."
"[Heredity in diabetes (from the analysis of 1,000 cases)]",1967,https://pubmed.ncbi.nlm.nih.gov/5608067/,J Med Lyon,No abstract available
[Diabetes mellitus and diabetes insipidus associated with optic atrophy (DIDMOAD syndrome)],1983,https://pubmed.ncbi.nlm.nih.gov/6865202/,Kinderarztl Prax,No abstract available
[Case of recovery from diabetes insipidus complicating diabetes mellitus],Sep-Oct,https://pubmed.ncbi.nlm.nih.gov/7291161/,Probl Endokrinol (Mosk),No abstract available
[The roentgenterapia of diabetes insipidus],1947,https://pubmed.ncbi.nlm.nih.gov/18907379/,Radiol Med,No abstract available
[Occult diabetes insipidus of a pitressin-resistant and familial type in infants. Presentation of a case],1979,https://pubmed.ncbi.nlm.nih.gov/470886/,Minerva Pediatr,No abstract available
[Inhibition of prostaglandin synthesis during the therapy of nephrogenic diabetes insipidus],1984,https://pubmed.ncbi.nlm.nih.gov/6710993/,Wien Klin Wochenschr,"A report is presented of a male infant with nephrogenic diabetes insipidus type I. A low-solute-load diet and large fluid intake were not able to prevent hypertonic dehydration and to control the disease. It responded within 3 days to indomethacin (3 mg/kg body weight), a prostaglandin synthetase inhibitor. The boy is doing well on this regimen and no side-effects have been observed after 2 years of treatment. Hitherto only a few case reports have been published on this therapeutic regimen, but all confirm the high efficacy of prostaglandin synthesis inhibition as the treatment of choice in nephrogenic diabetes insipidus."
Differential diagnosis of polyuria-polydipsia in dogs and cats,1982,https://pubmed.ncbi.nlm.nih.gov/7186892/,In Pract,No abstract available
Spontaneously occurring animal models of human kidney diseases and altered renal function,1980,https://pubmed.ncbi.nlm.nih.gov/6250380/,Adv Nephrol Necker Hosp,No abstract available
Genotypic classification of patients with Wolfram syndrome: insights into the natural history of the disease and correlation with phenotype,2013,https://pubmed.ncbi.nlm.nih.gov/23429432/,Genet Med,"Purpose: Wolfram syndrome is a degenerative, recessive rare disease with an onset in childhood. It is caused by mutations in WFS1 or CISD2 genes. More than 200 different variations in WFS1 have been described in patients with Wolfram syndrome, which complicates the establishment of clear genotype-phenotype correlation. The purpose of this study was to elucidate the role of WFS1 mutations and update the natural history of the disease.
Methods: This study analyzed clinical and genetic data of 412 patients with Wolfram syndrome published in the last 15 years.
Results: (i) 15% of published patients do not fulfill the current -inclusion criterion; (ii) genotypic prevalence differences may exist among countries; (iii) diabetes mellitus and optic atrophy might not be the first two clinical features in some patients; (iv) mutations are nonuniformly distributed in WFS1; (v) age at onset of diabetes mellitus, hearing defects, and diabetes insipidus may depend on the patient's genotypic class; and (vi) disease progression rate might depend on genotypic class.
Conclusion: New genotype-phenotype correlations were established, disease progression rate for the general population and for the genotypic classes has been calculated, and new diagnostic criteria have been proposed. The conclusions raised could be important for patient management and counseling as well as for the development of treatments for Wolfram syndrome."
"Progressive visual loss, diabetes mellitus, and associated abnormalities (DIDMOAD syndrome)",1982,https://pubmed.ncbi.nlm.nih.gov/6226706/,J Clin Neuroophthalmol,"A syndrome including juvenile-onset diabetes mellitus, optic atrophy, diabetes insipidus, and high-frequency sensorineural hearing loss, expressed completely or partially, is being identified with greater frequency. Visual loss may be progressive and accompanied by primary optic atrophy. Concurrent diabetic retinopathy has only rarely been reported. Visual acuity may deteriorate to less than 20/400. The etiology is unknown. However, histopathologic studies indicate that the diabetes insipidus, optic atrophy, and neurosensory hearing loss represent progressive degenerative conditions. Inheritance appears to be autosomal recessive with incomplete penetrance. The syndrome is rare; therefore, a complete neuroophthalmologic and neuroradiologic evaluation is imperative to rule out a mass lesion. This syndrome should be considered in young people with visual loss and optic atrophy of unknown etiology even if they are not known juvenile diabetics."
[Diabetes insipidus of central origin detected during the neonatal period],1979,https://pubmed.ncbi.nlm.nih.gov/545278/,Pediatrie,No abstract available
Disseminated histiocytosis X with diabetes insipidus and diabetes mellitus in an adult female (histiocytosis with DI and DM),1988,https://pubmed.ncbi.nlm.nih.gov/3261568/,Ann Acad Med Singap,We report the clinical presentations and pathologic findings in an adult female who had Disseminated Histiocytosis X associated with diabetes insipidus and diabetes mellitus. The association of these three conditions in the same subject is rare. The current knowledge on Disseminated Histiocytosis X is reviewed and the possible relationship between these three conditions discussed.
Complete Wolfram's syndrome and successful pregnancy,2002,https://pubmed.ncbi.nlm.nih.gov/12381487/,Eur J Obstet Gynecol Reprod Biol,A case of successful pregnancy in a patient with complete Wolfram's syndrome is described. The diagnosis of diabetes insipidus (DI) was made during the pregnancy. The patient was the product of a consanguineous marriage. Our case is the fifth report of successful pregnancy; we underlined the importance of DI for its involvement with pregnancy.
Hypothalamic obesity after craniopharyngioma surgery: Treatment with a long acting glucagon like peptide 1 derivated,2017,https://pubmed.ncbi.nlm.nih.gov/28440760/,Endocrinol Diabetes Nutr,No abstract available
"DIDMOAD (diabetes insipidus, diabetes mellitus, optic atrophy and deafness) syndrome associated with myocardial disease",1988,https://pubmed.ncbi.nlm.nih.gov/3172480/,Jpn Heart J,"A 30 year old man with DIDMOAD (diabetes insipidus, diabetes mellitus, optic atrophy and deafness) syndrome associated with myocardial disease is reported. Echocardiographic study revealed a marked symmetric left ventricular hypertrophy. Histology of the endomyocardial biopsy specimen from the right ventricle showed severe glycogen deposition in the myocytes. This case may indicate that DIDMOAD syndrome is a hereditary systemic disease affecting multiple organs, including the myocardium."
The renin-aldosterone system in nephrogenic diabetes insipidus and the influence of hydrochlorothiazide and indomethacin,1983,https://pubmed.ncbi.nlm.nih.gov/6637470/,Acta Paediatr Scand,"Three generations of a family with nephrogenic diabetes insipidus were studied. Treatment of a male infant patient with hydrochlorothiazide normalized the serum sodium concentration and improved the clinical condition, but did not influence the polyuria. Although indomethacin alone was without long-term effect, combined therapy with hydrochlorothiazide and indomethacin regulated serum sodium better than hydrochlorothiazide alone. The renin-aldosterone system was not activated in healthy carriers or patients with nephrogenic diabetes insipidus neither in infancy during severe hypernatremic dehydration nor in adult patients."
Rapidly evolving hypopituitarism in a boy with multiple autoimmune disorders,2013,https://pubmed.ncbi.nlm.nih.gov/23586429/,J Paediatr Child Health,"A 10-year-old boy with acute onset cranial diabetes insipidus and multiple autoimmune disorders had evolving panhypopituitarism, thought to be due to autoimmune hypophysitis. Over 18 months, a dramatic clinical course with progressive hypopituitarism and development of type 1 diabetes mellitus was evident. Serial brain imaging showed changes suggestive of germinoma."
Physician-patient communication in chronic illness,May-Jun,https://pubmed.ncbi.nlm.nih.gov/7344893/,Diabetes Care,No abstract available
[Twenty years of treatment of tasteless diabetes with nasal powder of pituitary lobe powder],1946,https://pubmed.ncbi.nlm.nih.gov/21065019/,Presse Med,No abstract available
[Acromegalic diabetes; onychia & paronychia treated by hypoglycemic sulfonamides],1957,https://pubmed.ncbi.nlm.nih.gov/13466729/,Rev Med Liege,No abstract available
Electron microscopic studies on the pars intermedia in normal and in mice with hereditary nephrogenic diabetes insipidus,1972,https://pubmed.ncbi.nlm.nih.gov/4343857/,Z Zellforsch Mikrosk Anat,No abstract available
"Congenital toxoplasmosis; report of case with cataract, atypical vasopressin-sensitive diabetes insipidus, and marked eosinophilia",1954,https://pubmed.ncbi.nlm.nih.gov/13170815/,AMA Am J Dis Child,No abstract available
[A concurrence of diabetes mellitus and insipidus in an 8-year-old child],1965,https://pubmed.ncbi.nlm.nih.gov/5877960/,Vopr Okhr Materin Det,No abstract available
[Clinical manifestations and diagnostic delay in Wolfram's syndrome],Jul-Aug,https://pubmed.ncbi.nlm.nih.gov/16831380/,Rev Clin Esp,"Wolfram's syndrome (SW): diabetes mellitus (DM), diabetes insipidus (DI), blindness and deafness, is multiorganic, hereditary and uncommon. Mitochondrial dysfunction damages the oxidative pathway.
Objective: To analyze the clinical characteristics, diagnostic delay in constituent diseases and early diagnostic impact over morbidity-mortality.
Material and methods: Descriptive retrospective study of 23 Spanish patients with SW. Different clinical entities analysis, onset age, lapse of time before diagnosis, morbidity-mortality causes, prescribed therapy and consanguinity between parents.
Results: Components prevalence: DM and optic atrophy (AO), 100%; auditory impairment, 95.65%; DI, 82.6%; gonadal atrophy, 75% in men; menstrual disorders, 87.5% in women. Other diseases: urinary tract, neurologic and heart disorders.
Conclusions: Most of the patients will develop almost all the complications. Juvenile DM in association with AO is its best diagnostic criteria. Early therapy should delay progression and control mortality causes."
[Hickey and Hare test in the differential diagnosis of diabetes insipidus and psychogenic polydipsia],1954,https://pubmed.ncbi.nlm.nih.gov/13202801/,Med Cir Farm,No abstract available
"Optic atrophy, diabetes mellitus and diabetes insipidus",1986,https://pubmed.ncbi.nlm.nih.gov/3723871/,Jpn J Ophthalmol,"A 19-year-old Japanese woman developed diabetes mellitus, diabetes insipidus and optic atrophy. Other abnormal ocular findings included color blindness, elevated dark adaptation threshold, loss of oscillatory potentials after a single white flash electroretinogram (ERG), reduced cone response in photopic ERG, and reduced pupillary response to light and convergence. Diabetic retinopathy, which has been thought to be very rare in this syndrome, also was found in the fundi of this patient."
Pituitary surgery for diabetic retinopathy: problems in anesthetic management,1968,https://pubmed.ncbi.nlm.nih.gov/4900308/,Clin Anesth,No abstract available
Septo-optic dysplasia associated with polyendocrine dysfunction,1993,https://pubmed.ncbi.nlm.nih.gov/8501404/,J Med,"Septo-optic dysplasia (SOD) is a rare congenital disease that has been described in association with hypothalamic dysfunction. A case of polyendocrine dysfunction is described in a 22 year-old white female with septo-optic dysplasia. Findings included atrophic optic nerves, a cavum septum pellucidum and a small pituitary gland detected by magnetic resonance imaging. The patient had central diabetes insipidus, Hashimoto's thyroiditis, and gestational diabetes mellitus. A review of the literature is presented. A careful and detailed endocrine evaluation is needed in patients with SOD."
"[Action of the réntgenterapia of the bony epiphyses on the water, lipoid and protidic exchange; treatment of diabetes insipidus and lipoid nephrosis]",Jan-Mar,https://pubmed.ncbi.nlm.nih.gov/18129339/,Radiologia (Roma),No abstract available
Diabetes mellitus and optic atrophy with associated findings of diabetes insipidus and neurosensory hearing loss in two siblings,1974,https://pubmed.ncbi.nlm.nih.gov/4545995/,Arch Intern Med,No abstract available
"Familial cranial diabetes insipidus: a report of five families. Genetic, diagnostic and therapeutic aspects",1985,https://pubmed.ncbi.nlm.nih.gov/4095258/,Q J Med,"Five families were studied in which cranial diabetes insipidus occurred. In the pedigrees presented, the disease clearly followed an autosomal dominant mode of inheritance. Linkage analysis was performed in one large family by calculating lod scores for linkage between loci for cranial diabetes insipidus and 18 polymorphic markers and chromosome heteromorphisms. No significant genetic linkage was found and only one of the polymorphic markers gave a positive hint of linkage. A water deprivation test was performed in nine patients from three of the families and in healthy control subjects. The plasma concentration of arginine vasopressin was very low or undetectable in the patients, and unlike the control subjects did not increase significantly during water deprivation. Arginine vasopressin and serum osmolality (Sosm) were significantly positively correlated in the controls, but not in the patients. The results indicated that an arginine vasopressin-level lower than 2 pg/ml strongly suggests a diagnosis of cranial diabetes insipidus if at the same time Sosm is higher than 295 mosmol/kg. Studies with different intranasal dosages of 1-deamino-D-arginine-vasopressin (DDAVP) given once or twice a day showed that 20 micrograms effectively reduced urinary output and that administration once a day could be sufficient."
[Epiphysial roentgenotherapy in diabetes insipidus: clinical observations and experimental research],1951,https://pubmed.ncbi.nlm.nih.gov/14912412/,Radioter Radiobiol Fis Medica,No abstract available
Diurnal variations of the plasma cortisol level in diabetes insipidus,1969,https://pubmed.ncbi.nlm.nih.gov/4308713/,Acta Med Acad Sci Hung,No abstract available
Wolfram syndrome: report of four new cases and a review of literature,Jul-Aug,https://pubmed.ncbi.nlm.nih.gov/3461931/,Diabetes Care,"The Wolfram, or DIDMOAD, syndrome consists of diabetes insipidus, diabetes mellitus, optic atrophy, and deafness. Diabetes mellitus usually occurs as the first manifestation of this syndrome, followed by the development of optic atrophy, neurosensory hearing loss, and finally diabetes insipidus. We report on four cases with a review of the literature. The diabetes mellitus occurring in these patients is clinically indistinguishable from classic type I diabetes mellitus. Two of three patients continue to have measurable C-peptide secretion 8 yr after onset of diabetes. Two of three patients with Wolfram syndrome had the HLA-DR2 antigen. Combining our cases with those described in the literature, 7 of 11 patients have the HLA-DR2 antigen. The preponderance of the HLA-DR2 antigen in the Wolfram syndrome is different from classic type I diabetes. This is further evidence of the genetic heterogeneity of diabetes mellitus. Although the Wolfram syndrome is rare, it should be considered in diabetic patients with unexplained optic atrophy and hearing loss or with polyuria and polydipsia in the presence of adequate blood sugar control."
Clinico-pharmacological investigations with chlorpropamide in diabetes insipidus associated with diabetes mellitus,1970,https://pubmed.ncbi.nlm.nih.gov/4913254/,Endokrinologie,No abstract available
[Rhino-orbito-cerebral zygomycosis (mucormycosis) in diabetes insipidus],1995,https://pubmed.ncbi.nlm.nih.gov/7677285/,Ann Fr Anesth Reanim,A case of rhino-orbito-cerebral zygomycosis in a diabetic patient treated with insulin is reported. Diagnosis was suspected because of extensive necrotic lesions of the face and was confirmed by mycologic tests. During hospital stay the patient developed a diabetes insipidus and the outcome was lethal because of the extension of lesions in spite of convenient antimycotic therapy.
[Polyuria and polydipsia in the diagnosis of endocrine diseases],1998,https://pubmed.ncbi.nlm.nih.gov/9702009/,Nihon Naika Gakkai Zasshi,No abstract available
Best Practice & Research Clinical Endocrinology & Metabolism. Hormone replacement strategies in paediatric and adolescent endocrine disorders. Preface,2015,https://pubmed.ncbi.nlm.nih.gov/26051292/,Best Pract Res Clin Endocrinol Metab,No abstract available
[Combined clofibrate-chlorpropamide therapy in diabetes insipidus complicated with diabetes mellitus],1975,https://pubmed.ncbi.nlm.nih.gov/1236680/,Endokrinologie,The authors observed the incidence of diabetes mellitus and diabetes insipidus in three cases. The combined clofibrat-chlorpropamide treatment proved to be successful. They succeeded in ceasing the daily insuline by giving the two drugs together. The daily diuresis diminished considerably in all three patients. The authors advise the combined clofibrat-chlorpropamide treatment in the incidence of the two diseases. This is especially reasonable when there is a disturbance in the lipoid metabolism.
[Diabetes insipidus and pregnancy; recent diagnostic tests for diabetes insipidus],1953,https://pubmed.ncbi.nlm.nih.gov/13076389/,Sem Hop,No abstract available
Diabetes mellitus and vasopressin sensitive diabetes insipidus,Apr-Jun,https://pubmed.ncbi.nlm.nih.gov/7445914/,Acta Diabetol Lat,The rare association of diabetes mellitus and vasopressin sensitive diabetes insipidus found in 5 patients attending the Institute of Endocrinology and Metabolic Diseases in a ten-year period is reported. Suspicious signs and criteria for diagnosis were discussed and a brief review made on the pathogenesis and treatment of this association.
"[Statistic survey of diabetes, insipidus, nephrogenic diabetes insipidus in Japan]",1993,https://pubmed.ncbi.nlm.nih.gov/8459575/,Nihon Rinsho,No abstract available
Electrolyte conservation during the treatment of diabetes insipidus with benzothiadiazines,1963,https://pubmed.ncbi.nlm.nih.gov/14031943/,Q J Exp Physiol Cogn Med Sci,No abstract available
"[Association of diabetes mellitus and insipidus, optic atrophy and urinary tract deformities]",1972,https://pubmed.ncbi.nlm.nih.gov/5031378/,Minerva Pediatr,No abstract available
Clinical approach to the hyperosmolar patient,1987,https://pubmed.ncbi.nlm.nih.gov/3332225/,Crit Care Clin,"The successful evaluation and treatment of the hypertonic patient depends on a clear understanding of the differences between effective and noneffective solute and the consequences of changes in these solutes for water distribution. Measured osmolality, calculated osmolality, tonicity, and sodium concentration must be evaluated in the approach to these patients."
The water exchange of diabetes insipidus dogs under varying nutritional and hydration conditions,1946,https://pubmed.ncbi.nlm.nih.gov/21015677/,Fed Proc,No abstract available
"[Early diagnosis of diabetes mellitus, diabetes insipidus and optic atrophy (DIDMOAD syndrome)]",1982,https://pubmed.ncbi.nlm.nih.gov/7110710/,Orv Hetil,No abstract available
[Above a case of diabetes insipidus cured with endorachid penicillin treatment],1947,https://pubmed.ncbi.nlm.nih.gov/20340180/,Policlinico Prat,No abstract available
"[On a case of pseudo-pseudohypoparathyroidism with osteitis fibrosa, diabetes mellitus and diabetes insipidus]",1968,https://pubmed.ncbi.nlm.nih.gov/5642242/,Minerva Med,No abstract available
[Iatrogenic hypoglycemia in a young girl with diabetes],Mar-Apr,https://pubmed.ncbi.nlm.nih.gov/13713721/,Bol Med Hosp Infant Mex,No abstract available
"Hyperphagia, obesity and diabetes insipidus due to hypothalamic lesion in a girl",1972,https://pubmed.ncbi.nlm.nih.gov/4640903/,Helv Paediatr Acta,No abstract available
A novel ALMS1 splice mutation in a non-obese juvenile-onset insulin-dependent syndromic diabetic patient,2014,https://pubmed.ncbi.nlm.nih.gov/23652376/,Eur J Hum Genet,"Insulin-dependent juvenile-onset diabetes may occur in the context of rare syndromic presentations suggesting monogenic inheritance rather than common multifactorial autoimmune type 1 diabetes. Here, we report the case of a Lebanese patient diagnosed with juvenile-onset insulin-dependent diabetes presenting ketoacidosis, early-onset retinopathy with optic atrophy, hearing loss, diabetes insipidus, epilepsy, and normal weight and stature, who later developed insulin resistance. Despite similarities with Wolfram syndrome, we excluded the WFS1 gene as responsible for this disease. Using combined linkage and candidate gene study, we selected ALMS1, responsible for Alström syndrome, as a candidate gene. We identified a novel splice mutation in intron 18 located 3 bp before the intron-exon junction (IVS18-3T>G), resulting in exon 19 skipping and consequent frameshift generating a truncated protein (V3958fs3964X). The clinical presentation of the patient significantly differed from typical Alström syndrome by the absence of truncal obesity and short stature, and by the presence of ketoacidotic insulin-dependent diabetes, optic atrophy and diabetes insipidus. Our observation broadens the clinical spectrum of Alström syndrome and suggests that ALMS1 mutations may be considered in patients who initially present with an acute onset of insulin-dependent diabetes."
[Mechanism of diabetes insipidus induced by desoxycorticosterone in normal dogs],Jan-Feb,https://pubmed.ncbi.nlm.nih.gov/13424050/,Acta Clin Belg,No abstract available
[Improvement in diabetes insipidus in connection with hepatitis],1958,https://pubmed.ncbi.nlm.nih.gov/13542017/,Orv Hetil,No abstract available
The coexistence of diabetes mellitus and diabetes insipidus; report of case with two successful pregnancies,1950,https://pubmed.ncbi.nlm.nih.gov/15422253/,J Lancet,No abstract available
[Association of diabetes insipidus and diencephalohypophyseal obesity],Nov-Dec,https://pubmed.ncbi.nlm.nih.gov/13420429/,Rass Fisiopatol Clin Ter,No abstract available
A DIDMOAD syndrome family with juvenile glaucoma and myopia findings,2000,https://pubmed.ncbi.nlm.nih.gov/10990058/,Acta Ophthalmol Scand,"We present here two DIDMOAD syndrome cases (Diabetes Mellitus, Diabetes Insipidus, Optic Atrophy, Deafness) in a Turkish family. In the examination of the propositus who had consanguineous parents, diabetes mellitus, diabetes insipidus, optic atrophy, and deafness were observed in addition to myopia, juvenile glaucoma, posterior polar cataract, and dilatation of the urinary tract. Diabetes mellitus, diabetes inspidus, optic atrophy, deafness, myopia, and ventricular septal defect were observed in his elder brother. Juvenile onset diabetes mellitus, congenital glaucoma, deafness, and heart disease were the other remarkable findings observed in relatives to this family. Juvenile glaucoma, posterior polar cataract observed in our propositus, and myopia in both our DIDMOAD syndrome cases are the first ophthalmic manifestations described in the DIDMOAD syndrome."
[Proceedings: Idiopathic nephrogenic diabetes insipidus],Apr-May,https://pubmed.ncbi.nlm.nih.gov/1178257/,Pediatrie,No abstract available
Hyperosmolar coma in a patient with hypothalamic Langerhans cell histiocytosis,2016,https://pubmed.ncbi.nlm.nih.gov/26148702/,Endocrine,No abstract available
[Adrenal cortex and tasteless experimental diabetes],1954,https://pubmed.ncbi.nlm.nih.gov/14365056/,C R Seances Soc Biol Fil,No abstract available
[Wolfram syndrome. Clinical and genetic study in two families],2008,https://pubmed.ncbi.nlm.nih.gov/18194629/,An Pediatr (Barc),"Wolfram syndrome (WS), also known as DIDMOAD (due to its association with diabetes insipidus, diabetes mellitus, optic atrophy and deafness), is an infrequent cause of diabetes mellitus. This syndrome is included among the genetic disorders associated with diabetes in the American Diabetes Association's classification. WS is an autosomal recessive neurodegenerative disease characterized by various clinical manifestations such as diabetes mellitus, optic atrophy, diabetes insipidus, deafness, neurological symptoms, renal tract abnormalities, psychiatric disorders and gonadal disorders. The most frequent of these disorders is early onset diabetes mellitus, with a low prevalence of ketoacidosis, and optic atrophy, which is considered a key diagnostic criterion in this syndrome. Diabetes insipidus usually develops later. This syndrome manifests in childhood, hampering diagnosis and treatment. Morbidity and mortality are high and quality of life is impaired due to neurological and urological complications. This article describes the clinical characteristics and outcome in three patients with WS. All three patients had antecedents of consanguinity. Genetic study was performed in all patients. One was homozygotic for the WFS1 gene that encodes the WFS1 G736A mutation in exon 8 and the remaining two patients, who were siblings, were homozygotic for the 425ins16 mutation in exon 4."
[Diabetes insipidus caused by renal involvement of a familial character. Favorable response to diuretics and sulpiride],1979,https://pubmed.ncbi.nlm.nih.gov/534301/,Rev Clin Esp,No abstract available
